;;;;;;;+026.51;0099293;;
;;;;;;;+026.52;0099294;;
;;;;;;;+026.52;0099301;;
;;;;;;;+026.53;0099295;;
;;;;;;;+026.54;0099301;;
;;;;;;;+026.54;0099300;;
;;;;;;;+026.54;0099297;;
;;;;;;;+026.54;0099297;;
;;;;;;;+026.54;0099296;;
;;;;;;;+026.55;0099299;;
;;;;;;;+026.55;0099297;;
;;;;;;;+026.56;0099299;;
;;;;;;;+026.56;0099302;;
;;;;;;;+026.57;0099296;;
;;;;;;;+026.57;0099301;;
;;;;;;;+026.57;0099298;;
;;;;;;;+026.57;0099298;;
;;;;;;;+026.59;0099298;;
;;;;;;;+026.59;0099298;;
;;;;;;;+026.59;0099300;;
;;;;;;;+026.59;0099298;;
;;;;;;;+026.60;0099297;;
;;;;;;;+026.60;0099294;;
;;;;;;;+026.60;0099303;;
;;;;;;;+026.60;0099298;;
;;;;;;;+026.61;0099301;;
;;;;;;;+026.61;0099296;;
;;;;;;;+026.61;0099297;;
;;;;;;;+026.62;0099295;;
;;;;;;;+026.62;0099296;;
;;;;;;;+026.62;0099297;;
;;;;;;;+026.62;0099301;;
;;;;;;;+026.63;0099300;;
;;;;;;;+026.64;0099297;;
;;;;;;;+026.64;0099298;;
;;;;;;;+026.64;0099297;;
;;;;;;;+026.65;0099301;;
;;;;;;;+026.67;0099300;;
;;;;;;;+026.67;0099297;;
;;;;;;;+026.68;0099305;;
;;;;;;;+026.68;0099297;;
;;;;;;;+026.69;0099297;;
;;;;;;;+026.69;0099300;;
;;;;;;;+026.69;0099297;;
;;;;;;;+026.69;0099301;;
;;;;;;;+026.70;0099300;;
;;;;;;;+026.70;0099301;;
;;;;;;;+026.70;0099299;;
;;;;;;;+026.70;0099303;;
;;;;;;;+026.70;0099299;;
;;;;;;;+026.70;0099297;;
;;;;;;;+026.70;0099292;;
;;;;;;;+026.71;0099299;;
;;;;;;;+026.72;0099292;;
;;;;;;;+026.73;0099298;;
;;;;;;;+026.73;0099298;;
;;;;;;;+026.75;0099302;;
;;;;;;;+026.75;0099296;;
;;;;;;;+026.76;0099298;;
;;;;;;;+026.76;0099299;;
;;;;;;;+026.77;0099297;;
;;;;;;;+026.78;0099298;;
;;;;;;;+026.79;0099292;;
;;;;;;;+026.79;0099299;;
;;;;;;;+026.79;0099301;;
;;;;;;;+026.79;0099295;;
;;;;;;;+026.80;0099301;;
;;;;;;;+026.80;0099298;;
;;;;;;;+026.80;0099300;;
;;;;;;;+026.80;0099302;;
;;;;;;;+026.81;0099298;;
;;;;;;;+026.82;0099300;;
;;;;;;;+026.82;0099298;;
;;;;;;;+026.82;0099296;;
;;;;;;;+026.84;0099303;;
;;;;;;;+026.84;0099296;;
;;;;;;;+026.85;0099298;;
;;;;;;;+026.86;0099297;;
;;;;;;;+026.87;0099302;;
;;;;;;;+026.87;0099298;;
;;;;;;;+026.87;0099295;;
;;;;;;;+026.88;0099296;;
;;;;;;;+026.88;0099299;;
;;;;;;;+026.89;0099293;;
;;;;;;;+026.89;0099296;;
;;;;;;;+026.90;0099300;;
;;;;;;;+026.92;0099294;;
;;;;;;;+026.92;0099294;;
;;;;;;;+026.93;0099292;;
;;;;;;;+026.94;0099296;;
;;;;;;;+026.94;0099297;;
;;;;;;;+026.94;0099295;;
;;;;;;;+026.95;0099299;;
;;;;;;;+026.95;0099293;;
;;;;;;;+026.95;0099295;;
;;;;;;;+026.96;0099294;;
;;;;;;;+026.97;0099292;;
;;;;;;;+026.97;0099293;;
;;;;;;;+026.98;0099295;;
;;;;;;;+026.98;0099295;;
;;;;;;;+027.00;0099294;;
;;;;;;;+027.00;0099295;;
;;;;;;;+027.01;0099294;;
;;;;;;;+027.01;0099291;;
;;;;;;;+027.02;0099295;;
;;;;;;;+027.02;0099290;;
;;;;;;;+027.03;0099294;;
;;;;;;;+027.03;0099286;;
;;;;;;;+027.04;0099290;;
;;;;;;;+027.04;0099293;;
;;;;;;;+027.04;0099293;;
;;;;;;;+027.04;0099291;;
;;;;;;;+027.05;0099293;;
;;;;;;;+027.05;0099293;;
;;;;;;;+027.06;0099288;;
;;;;;;;+027.06;0099290;;
;;;;;;;+027.07;0099290;;
;;;;;;;+027.07;0099291;;
;;;;;;;+027.09;0099294;;
;;;;;;;+027.10;0099299;;
;;;;;;;+027.10;0099292;;
;;;;;;;+027.10;0099293;;
;;;;;;;+027.11;0099291;;
;;;;;;;+027.12;0099294;;
;;;;;;;+027.12;0099287;;
;;;;;;;+027.12;0099296;;
;;;;;;;+027.12;0099290;;
;;;;;;;+027.13;0099289;;
;;;;;;;+027.13;0099289;;
;;;;;;;+027.13;0099293;;
;;;;;;;+027.14;0099291;;
;;;;;;;+027.14;0099290;;
;;;;;;;+027.15;0099289;;
;;;;;;;+027.15;0099287;;
;;;;;;;+027.17;0099294;;
;;;;;;;+027.17;0099287;;
;;;;;;;+027.18;0099287;;
;;;;;;;+027.18;0099293;;
